type,price,direction,formation_time,breakout_time,retest_time,touch_time_utc,entry_price,is_spike,is_swing,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,vol_spike_z_10s,same_side_vol_ratio_10s,momentum_pts_10s,trades_count_10s,upticks_10s,downticks_10s,cum_delta_10s,range_compression_10s,vol_spike_z_30s,same_side_vol_ratio_30s,momentum_pts_30s,trades_count_30s,upticks_30s,downticks_30s,cum_delta_30s,range_compression_30s,vol_spike_z_60s,same_side_vol_ratio_60s,momentum_pts_60s,trades_count_60s,upticks_60s,downticks_60s,cum_delta_60s,range_compression_60s,vol_spike_z_120s,same_side_vol_ratio_120s,momentum_pts_120s,trades_count_120s,upticks_120s,downticks_120s,cum_delta_120s,range_compression_120s,vol_spike_z_300s,same_side_vol_ratio_300s,momentum_pts_300s,trades_count_300s,upticks_300s,downticks_300s,cum_delta_300s,range_compression_300s,preconsolidation_secs_30s,mfe_5m,mae_before_peak_5m,time_to_peak_s_5m,mfe_15m,mae_before_peak_15m,time_to_peak_s_15m,mfe_30m,mae_before_peak_30m,time_to_peak_s_30m,mfe_60m,mae_before_peak_60m,time_to_peak_s_60m,quality_30m
LLPB,7581.75,-1,2026-07-13 15:00:00,2026-07-13 16:00:00,2026-07-14 12:00:00,2026-07-14 12:30:01,7581.75,False,False,20.0,21.0,2.010398613518197,0.4482758620689655,65,65,0,29.84347284914483,0.6226299694189602,-24.25,895.0,4,6,-401.0,10.76923076923077,16.09384318853773,0.6216640502354788,-26.25,1092.0,18,10,-465.0,5.011655011655012,10.103797412536007,0.6068052930056711,-27.25,1269.0,28,22,-452.0,3.1002331002331007,5.7208521530942,0.5674366616989568,-25.25,1744.0,43,45,-362.0,2.0571095571095572,5.151001540832049,0.551530612244898,-26.75,2682.0,107,111,-404.0,1.386946386946387,0,7.5,3.25,1,7.5,3.25,1,7.5,3.25,1,11.0,32.0,3014,4.25
LHPB,7592.25,1,2026-07-14 22:00:00,2026-07-14 23:00:00,2026-07-15 15:00:00,2026-07-15 15:17:03,7592.25,False,False,16.0,17.0,0.8494208494208494,0.8333333333333334,93,93,0,7.021794878016467,0.6627634660421545,-2.75,1183.0,5,5,-556.0,1.5211267605633803,3.3734719519447385,0.5917137476459511,-3.0,1907.0,16,13,-487.0,1.2535211267605635,2.6727995051170326,0.579032631335339,-4.0,3182.0,29,30,-683.0,1.2112676056338028,2.2867281710301115,0.5704749679075738,-7.0,5883.0,53,64,-1098.0,1.2183098591549295,1.3557469360715468,0.5567365040526074,-15.0,10114.0,130,158,-1484.0,1.0732394366197182,1,11.5,0.0,125,14.75,0.0,777,16.25,0.0,963,16.25,0.0,963,16.25
LHPB,7598.0,1,2026-07-15 16:00:00,2026-07-15 17:00:00,2026-07-16 08:00:00,2026-07-16 08:10:15,7598.0,False,False,15.0,16.0,2.174303683737646,0.8429752066115702,93,93,0,2.638694583863027,0.7973856209150327,-1.0,109.0,3,4,-91.0,0.9806835066864786,0.609334786798687,0.7636363636363637,-2.0,167.0,7,12,-116.0,0.8023774145616642,0.2143193593456453,0.6442048517520216,-1.5,306.0,20,22,-107.0,0.9806835066864786,-0.26823327241521117,0.5797788309636651,-2.0,529.0,44,37,-101.0,0.9286775631500744,-0.8260869565217391,0.5195861049519586,-2.0,1140.0,100,75,-53.0,0.8320950965824666,22,0.75,-0.25,1,6.0,4.5,771,7.75,4.5,1713,15.25,4.5,3160,3.25
LLPB,7605.0,-1,2026-07-16 09:00:00,2026-07-16 10:00:00,2026-07-16 14:00:00,2026-07-16 14:10:25,7605.0,False,False,4.0,5.0,0.4733727810650888,0.3214285714285714,98,98,0,0.4149005768061307,0.501358695652174,-0.25,595.0,5,5,-2.0,0.9418604651162791,0.6510056489809775,0.5074090704984284,-0.0,1751.0,17,13,-33.0,1.0116279069767442,0.7855108032852791,0.5592583900492842,-3.0,3238.0,36,24,-505.0,0.9186046511627907,0.5278431335722991,0.5089849441476445,-2.25,6413.0,61,59,-148.0,0.9156976744186046,-0.5755627009646302,0.5287625592170336,-9.0,14913.0,160,138,-1105.0,0.9372093023255813,29,4.0,0.5,110,5.25,3.75,730,5.25,3.75,730,5.25,3.75,730,1.5
LHPB,7523.25,1,2026-07-08 22:00:00,2026-07-08 23:00:00,2026-07-17 04:00:00,2026-07-17 04:00:09,7523.25,False,False,197.0,198.0,0.5378151260504201,0.6666666666666666,75,75,0,3.4077111086080007,0.6597222222222222,-1.25,120.0,2,6,-46.0,2.1479713603818613,1.889873534189069,0.6858407079646017,-1.75,197.0,3,13,-84.0,1.3365155131264916,0.8317944329270025,0.6560283687943262,-2.0,246.0,7,17,-88.0,1.0501193317422433,-0.29242762006675266,0.599483204134367,-2.25,335.0,19,30,-77.0,0.9307875894988067,-0.48148148148148145,0.5971943887775552,-3.0,842.0,56,71,-194.0,0.9403341288782815,25,0.75,2.25,59,0.75,2.25,59,0.75,2.25,59,0.75,2.25,59,-1.5
LHPB,7495.25,1,2026-07-08 15:00:00,2026-07-08 16:00:00,2026-07-17 08:00:00,2026-07-17 08:20:32,7495.25,False,False,208.0,209.0,1.92992533026996,0.9761904761904762,100,100,0,0.4176666814231084,0.6701570680628273,-1.0,134.0,3,7,-65.0,1.1142061281337048,0.43855282725273015,0.6165137614678899,-2.25,371.0,12,18,-127.0,1.1513463324048283,0.5323692636853826,0.531953195319532,-2.0,799.0,25,31,-71.0,1.1420612813370472,0.7755019076022757,0.5082781456953642,-4.25,1691.0,48,62,-40.0,1.16991643454039,1.0014858841010401,0.5429340937896071,-12.25,4786.0,127,146,-542.0,1.201485608170845,25,6.0,0.25,206,8.5,0.25,473,8.5,0.25,473,10.75,4.25,3256,8.25
LLPB,7525.0,-1,2026-07-09 03:00:00,2026-07-17 03:00:00,2026-07-17 14:00:00,2026-07-17 14:05:10,7525.0,False,True,11.0,203.0,0.9556786703601108,0.3478260869565217,74,74,0,1.6257139031731573,0.623502567027952,-3.75,1413.0,9,1,-433.0,1.3174224343675416,0.6703299974558358,0.570640756302521,-5.25,3030.0,19,11,-538.0,1.116945107398568,0.25411276440474206,0.5307220810285543,-3.5,5270.0,30,29,-411.0,1.0310262529832936,0.32138255565540164,0.5095671981776765,-2.25,10300.0,54,64,-252.0,1.0286396181384247,1.0105724600309438,0.495870115120541,-8.25,29995.0,130,168,320.0,1.0930787589498807,3,2.5,2.25,50,2.5,2.25,50,3.25,14.0,1687,18.5,14.0,3598,-10.75
LLPB,7525.5,-1,2026-07-17 02:00:00,2026-07-17 03:00:00,2026-07-17 14:00:00,2026-07-17 14:05:21,7525.5,False,False,11.0,12.0,0.9556786703601108,0.3478260869565217,77,77,0,1.393678603096508,0.48768768768768767,-0.25,1161.0,3,6,41.0,1.1787254432199328,1.3829111969449532,0.5617977528089888,-5.25,3507.0,17,12,-572.0,1.2074748442740777,0.6091900081418049,0.5304537402915929,-4.5,5657.0,30,28,-447.0,1.0876856732151412,0.572811791011484,0.5116427658668181,-2.25,10889.0,53,64,-328.0,1.0685194058457115,1.0175852455500751,0.4959030341108406,-10.75,29321.0,128,169,313.0,1.0761859127934834,14,3.0,1.75,39,3.0,1.75,39,3.75,13.5,1676,19.0,13.5,3587,-9.75
LLPB,7524.25,-1,2026-07-17 03:00:00,2026-07-17 04:00:00,2026-07-17 14:00:00,2026-07-17 14:05:08,7524.25,False,False,10.0,11.0,0.9464161447459988,0.6323529411764706,71,71,0,1.9331627361454944,0.6563335114911811,-4.5,1425.0,9,1,-585.0,1.4060258249641322,0.5325109708283479,0.5665753424657535,-4.0,2877.0,18,12,-486.0,1.0808225729316117,0.20507540298179802,0.5168368124333385,-2.25,5145.0,28,31,-221.0,1.0234337637494022,0.2997173051706274,0.5072330654420206,-2.0,10175.0,53,65,-189.0,1.0258249641319943,1.0014192632733372,0.49535378705289934,-7.75,29829.0,130,168,358.0,1.0923003347680535,3,1.75,3.0,52,1.75,3.0,52,2.5,14.75,1689,17.75,14.75,3600,-12.25
LLPB,7544.0,-1,2026-07-14 11:00:00,2026-07-17 01:00:00,2026-07-20 11:00:00,2026-07-20 11:33:11,7544.0,False,True,82.0,144.0,1.1380985426786954,0.6951219512195121,110,110,1,2.300617132353917,0.7128712871287128,-3.5,935.0,5,5,-602.0,2.912621359223301,1.5268248988919382,0.7381489841986456,-4.75,1566.0,17,12,-1266.0,2.3106796116504857,1.6664954914482044,0.6823599523241954,-7.25,3113.0,38,20,-1836.0,2.2718446601941746,1.4730216248436236,0.6342091705306543,-14.0,5153.0,71,42,-2084.0,2.1941747572815533,1.0267654619688493,0.6016037138636843,-21.75,10340.0,132,82,-2889.0,1.6621359223300973,2,6.25,1.5,194,10.75,1.5,900,23.0,1.5,1785,23.0,1.5,1785,21.5
LLPB,7544.75,-1,2026-07-14 12:00:00,2026-07-17 01:00:00,2026-07-20 11:00:00,2026-07-20 11:33:11,7544.75,False,False,82.0,143.0,1.1380985426786954,0.6951219512195121,112,112,1,2.300617132353917,0.7128712871287128,-3.5,935.0,5,5,-602.0,2.912621359223301,1.5268248988919382,0.7381489841986456,-4.75,1566.0,17,12,-1266.0,2.3106796116504857,1.6664954914482044,0.6823599523241954,-7.25,3113.0,38,20,-1836.0,2.2718446601941746,1.4730216248436236,0.6342091705306543,-14.0,5153.0,71,42,-2084.0,2.1941747572815533,1.0267654619688493,0.6016037138636843,-21.75,10340.0,132,82,-2889.0,1.6621359223300973,1,7.0,0.75,194,11.5,0.75,900,23.75,0.75,1785,23.75,0.75,1785,23.0
LLPB,7546.0,-1,2026-07-17 00:00:00,2026-07-17 01:00:00,2026-07-20 13:00:00,2026-07-20 13:35:35,7546.0,False,False,84.0,85.0,1.1380985426786954,0.6951219512195121,122,122,0,0.1488252663952122,0.7235023041474654,-2.25,659.0,9,1,-388.0,0.8955223880597014,0.10227753708906984,0.6152263374485597,-3.5,1875.0,21,9,-560.0,1.0382868267358858,1.0368185836628072,0.551454284596322,-3.5,5438.0,37,23,-789.0,1.09020116807268,0.5186908161309379,0.5274716168061656,-4.75,8598.0,62,56,-663.0,1.0285528877352368,1.0273339990014978,0.5028667681642965,-7.75,22718.0,135,162,-177.0,1.1602855288773524,6,3.5,1.25,24,6.75,6.0,850,28.5,6.0,1558,40.0,6.0,2763,22.5
LHPB,7510.25,1,2026-07-20 05:00:00,2026-07-20 07:00:00,2026-07-20 14:00:00,2026-07-20 14:19:28,7510.25,False,False,7.0,9.0,1.1131498470948011,0.8241758241758241,115,115,0,-0.09286368865227096,0.6760330578512397,-2.25,431.0,3,7,-213.0,0.9518213866039954,-0.5919248297582137,0.54,-3.0,1276.0,17,13,-128.0,1.0340775558166864,-1.8125795757565037,0.5182699478001491,-2.0,2178.0,33,27,-98.0,0.9694477085781434,-1.6609800794133331,0.5033591731266149,-2.25,4780.0,63,55,-39.0,1.001762632197415,-0.8902916848062691,0.5110985597288902,-3.0,14154.0,155,142,-393.0,1.0,4,5.75,4.25,294,12.75,4.25,687,12.75,4.25,687,12.75,4.25,687,8.5
LHPB,7499.75,1,2026-07-20 06:00:00,2026-07-20 07:00:00,2026-07-20 17:00:00,2026-07-20 17:15:10,7499.75,False,False,10.0,11.0,1.1131498470948011,0.8241758241758241,113,113,0,5.3591437045154064,0.6551181102362205,-2.25,920.0,3,7,-394.0,1.7173524150268338,3.137333105196165,0.5706494794248884,-2.5,1394.0,13,14,-285.0,1.144901610017889,2.470567488616487,0.582917522747285,-3.75,2376.0,27,27,-565.0,1.1001788908765653,1.3877002249373926,0.5699177438307873,-6.0,3675.0,53,56,-714.0,1.0554561717352415,-0.4785046728971963,0.5449752528513019,-9.5,6921.0,135,132,-836.0,0.9785330948121646,6,6.75,0.75,231,9.0,0.75,440,9.5,0.75,1220,16.25,0.75,3512,8.75
LLPB,7499.25,-1,2026-07-20 17:00:00,2026-07-20 18:00:00,2026-07-21 01:00:00,2026-07-21 01:15:17,7499.25,False,False,7.0,8.0,1.5810276679841897,0.625,118,118,0,7.252798200384709,0.8659003831417624,-0.5,137.0,7,0,-191.0,1.3220338983050848,5.711901073881627,0.7489539748953975,-0.25,316.0,17,7,-238.0,1.2542372881355934,4.317079063918656,0.7153846153846154,-1.25,467.0,29,18,-280.0,1.1016949152542372,2.9691638643990226,0.62117903930131,-1.5,702.0,46,35,-222.0,1.1016949152542372,11.785714285714286,0.6121751025991792,-1.0,1164.0,99,85,-328.0,0.9593220338983052,30,4.75,0.25,229,4.75,0.25,229,8.5,0.25,1798,8.5,0.25,1798,8.25
LHPB,7536.5,1,2026-07-21 14:00:00,2026-07-21 15:00:00,2026-07-22 01:00:00,2026-07-22 01:02:05,7536.5,False,False,10.0,11.0,1.518987341772152,0.3444444444444444,110,110,0,6.06941980667124,0.7764705882352941,-1.25,151.0,2,8,-94.0,3.0,3.21236500695133,0.7201834862385321,-1.75,197.0,6,13,-96.0,1.9473684210526319,2.510224051984797,0.6773162939297125,-2.25,288.0,14,26,-111.0,1.7631578947368423,2.0227566563701465,0.6299065420560748,-5.5,492.0,33,45,-139.0,1.6973684210526316,1.0669856459330143,0.5403508771929825,-4.0,772.0,69,82,-69.0,1.2052631578947368,10,1.75,0.75,150,2.75,0.75,846,2.75,0.75,846,8.0,2.25,3039,2.0
LLPB,7532.0,-1,2026-07-22 05:00:00,2026-07-22 06:00:00,2026-07-22 10:00:00,2026-07-22 10:20:34,7532.0,False,False,4.0,5.0,1.324786324786325,0.8709677419354839,97,97,0,7.394266099405928,0.6529209621993127,-1.25,216.0,6,3,-89.0,4.029850746268656,5.455479115901092,0.6295025728987993,-5.5,473.0,17,7,-151.0,3.283582089552239,3.699236408055413,0.5985185185185186,-6.0,558.0,25,11,-133.0,2.189054726368159,2.474694890612184,0.6085319949811794,-6.0,659.0,41,22,-173.0,1.554726368159204,2.257425742574257,0.5884843353090601,-6.25,995.0,77,60,-209.0,1.1741293532338306,12,2.5,1.25,27,2.5,1.25,27,6.25,1.25,1467,8.5,1.25,3323,5.0
LLPB,7557.0,-1,2026-07-16 23:00:00,2026-07-17 00:00:00,2026-07-22 15:00:00,2026-07-22 15:25:49,7557.0,False,False,135.0,136.0,1.012292118582791,0.4571428571428571,122,122,0,0.3207936093166156,0.6697674418604651,-1.5,306.0,8,2,-146.0,1.0149253731343284,0.1548719052803095,0.5563380281690141,-0.75,804.0,15,13,-128.0,0.9751243781094527,0.15879322178007085,0.5474290780141844,-1.25,1707.0,28,28,-214.0,1.0149253731343284,1.876559070871675,0.6002693804250224,-4.25,4517.0,63,49,-1340.0,1.064676616915423,1.0309885342423304,0.5711720535422788,-4.0,8773.0,152,128,-1744.0,1.026865671641791,30,1.75,2.75,274,7.0,2.75,807,7.0,2.75,807,7.0,2.75,807,4.25
LHPB,7523.25,1,2026-07-22 12:00:00,2026-07-22 13:00:00,2026-07-22 22:00:00,2026-07-22 22:02:10,7523.25,False,False,9.0,10.0,3.140311804008909,0.9929078014184396,107,107,0,0.6173516690011889,0.7904761904761904,-1.25,76.0,4,5,-61.0,2.621359223300971,0.4681826771916006,0.5102880658436214,-1.25,171.0,16,11,-5.0,2.4271844660194177,1.801361620705415,0.5407478427612655,-3.25,595.0,27,26,-85.0,3.470873786407767,1.8744156153133993,0.5721797323135756,-8.25,1289.0,49,61,-302.0,4.1626213592233015,1.0060263653483992,0.5963199399173864,-17.25,1639.0,54,66,-513.0,2.0145631067961167,23,5.0,0.5,79,5.0,0.5,79,5.0,0.5,79,5.0,0.5,79,4.5
LHPB,7499.25,1,2026-07-21 01:00:00,2026-07-21 02:00:00,2026-07-23 07:00:00,2026-07-23 07:12:41,7499.25,False,False,53.0,54.0,0.6947227788911157,0.6730769230769231,120,120,0,2.6670086698136264,0.6102088167053364,-2.0,354.0,6,4,-95.0,1.7469204927211648,1.5339573394122865,0.5566433566433566,-3.5,605.0,16,12,-81.0,1.5677491601343787,1.3105067114932292,0.5616319444444444,-4.0,988.0,28,27,-142.0,1.4669652855543112,2.083026382524669,0.5906976744186047,-8.0,2301.0,48,53,-507.0,1.4109742441209407,1.1378288254909226,0.5942498919152616,-13.75,3788.0,112,127,-872.0,1.1332586786114223,8,9.25,1.0,264,14.25,1.0,820,14.25,1.0,820,14.25,1.0,820,13.25
LHPB,7501.75,1,2026-07-21 02:00:00,2026-07-21 03:00:00,2026-07-23 07:00:00,2026-07-23 07:11:53,7501.75,False,False,52.0,53.0,0.6100795755968169,0.9782608695652174,125,125,0,0.6876966093725668,0.718562874251497,-1.0,130.0,3,6,-73.0,1.3937282229965156,0.26060044395018817,0.5903954802259888,-1.25,308.0,11,14,-64.0,1.207897793263647,2.7727191898665016,0.625615763546798,-5.0,1273.0,21,27,-408.0,1.40534262485482,2.0517806871095203,0.6351351351351351,-8.5,2040.0,38,60,-680.0,1.2717770034843205,1.0964555490993608,0.6074595722483046,-11.5,3107.0,101,124,-824.0,1.0452961672473868,30,6.25,3.5,300,11.75,3.5,868,11.75,3.5,868,11.75,3.5,868,8.25
LHPB,7437.5,1,2026-07-23 18:00:00,2026-07-23 19:00:00,2026-07-24 03:00:00,2026-07-24 03:45:27,7437.5,False,False,8.0,9.0,1.3636363636363638,0.4358974358974359,92,92,0,3.4545668024564242,0.8043478260869565,-0.75,41.0,0,3,-28.0,1.0465116279069766,2.040507119960219,0.8170731707317073,-1.5,75.0,1,13,-52.0,1.3372093023255813,0.9549099355600369,0.7155963302752294,-1.0,99.0,5,20,-47.0,0.9883720930232558,0.8464084739462359,0.5615763546798029,-1.75,186.0,21,31,-25.0,1.0610465116279069,-0.26956521739130435,0.5748218527315915,-3.25,376.0,52,68,-63.0,0.9418604651162791,30,4.0,0.25,99,4.0,0.25,99,4.0,0.25,99,7.25,2.25,2568,3.75
LHPB,7447.25,1,2026-07-24 06:00:00,2026-07-24 07:00:00,2026-07-24 13:00:00,2026-07-24 13:07:25,7447.25,False,False,6.0,7.0,1.088348271446863,0.6470588235294118,123,123,0,0.18628650341276157,0.824,-0.75,92.0,0,5,-81.0,0.7277628032345014,2.0304273742433407,0.49830508474576274,-1.5,317.0,6,13,2.0,0.9164420485175202,0.8931792054098837,0.5276442307692307,-1.75,525.0,13,20,-46.0,0.835579514824798,0.3135659564982414,0.5801526717557252,-2.5,1014.0,31,44,-231.0,0.9097035040431267,-0.8493353028064993,0.52088772845953,-1.75,2387.0,104,100,-128.0,0.959568733153639,30,4.25,0.75,299,6.25,0.75,671,7.75,5.0,1656,10.25,5.0,2529,2.75
LLPB,7488.75,-1,2026-07-21 02:00:00,2026-07-23 12:00:00,2026-07-24 15:00:00,2026-07-24 15:15:49,7488.75,False,True,27.0,85.0,2.3252391464311994,0.8607594936708861,110,110,0,1.373657831086907,0.6438467807660961,-2.5,1628.0,6,4,-706.0,1.4421768707482994,0.8257802835482277,0.5764040846097739,-7.75,3903.0,18,12,-838.0,1.469387755102041,1.2215988600927463,0.5753826115271898,-8.75,8825.0,37,23,-1852.0,1.6009070294784582,1.0648409408236506,0.5851681957186544,-19.75,14164.0,74,45,-3342.0,1.308390022675737,0.9949358974358974,0.5421832476564863,-28.25,35281.0,144,155,-3906.0,1.2616780045351474,7,16.5,0.75,232,16.5,0.75,232,16.5,0.75,232,16.5,0.75,232,15.75
LLPB,7490.0,-1,2026-07-23 11:00:00,2026-07-23 12:00:00,2026-07-24 15:00:00,2026-07-24 15:28:04,7490.0,False,False,27.0,28.0,2.3252391464311994,0.8607594936708861,114,114,0,3.0949794892895075,0.6164043082021541,-2.25,909.0,7,3,-281.0,1.2549462973431318,0.9203464903880817,0.538534728829686,-1.75,1608.0,14,15,-162.0,0.9496890898812889,0.1811553630009872,0.5266429840142096,-4.0,2669.0,26,30,-180.0,0.9270774448841154,-0.6143225727220174,0.5085654957605122,-2.75,4728.0,49,63,-99.0,0.8875070661390616,-0.7978560490045942,0.5031390746553842,-6.5,11702.0,132,155,-92.0,0.921424533634822,5,7.75,1.0,298,10.75,1.0,416,11.0,2.0,1202,11.0,2.0,1202,9.0
LLPB,7508.5,-1,2026-07-23 10:00:00,2026-07-23 11:00:00,2026-07-26 22:00:00,2026-07-26 22:00:14,7508.5,False,False,83.0,84.0,1.9859265050820956,0.6377952755905512,131,131,0,5.769238148766894,0.6391085549964055,-13.75,679.0,7,3,-387.0,36.0,4.477227305121333,0.46904315196998125,-65.0,1232.0,9,6,165.0,21.0,3.0859635617141388,0.46904315196998125,-65.0,1232.0,9,6,165.0,10.5,2.0644726712856043,0.46904315196998125,-65.0,1232.0,9,6,165.0,5.25,1.0515781370284834,0.46904315196998125,-65.0,1232.0,9,6,165.0,2.1,2,14.5,0.75,120,18.5,0.75,685,18.5,0.75,685,18.5,0.75,685,17.75
LHPB,7503.5,1,2026-07-27 03:00:00,2026-07-27 04:00:00,2026-07-27 13:00:00,2026-07-27 13:31:17,7503.5,False,False,9.0,10.0,0.4359313077939233,0.6363636363636364,134,134,0,1.0539144952014765,0.592057761732852,-3.0,920.0,4,6,-204.0,2.3552502453385675,1.3461486853549884,0.5339745578653429,-4.75,2715.0,14,16,-219.0,2.3552502453385675,1.6460904764283748,0.4942383583267561,-3.25,5388.0,33,27,73.0,2.365063788027478,2.012585384774304,0.48193271493839124,-6.25,12018.0,62,55,522.0,2.1589793915603535,1.0233605220228386,0.4897336293007769,-5.25,14899.0,135,132,370.0,1.4268891069676153,8,10.5,5.75,283,10.75,5.75,316,10.75,5.75,316,10.75,5.75,316,5.0
LHPB,7436.5,1,2026-07-27 17:00:00,2026-07-27 18:00:00,2026-07-28 00:00:00,2026-07-28 00:22:47,7436.5,False,False,6.0,7.0,1.4086378737541527,0.4716981132075472,104,104,0,1.4234292001738742,0.425,-0.5,71.0,4,4,12.0,1.2863705972434913,2.3688164774071003,0.5734767025089605,-2.0,231.0,11,14,-41.0,1.2863705972434913,1.193885447582454,0.5663716814159292,-3.5,286.0,19,23,-45.0,1.0719754977029097,0.4103865763401665,0.5688622754491018,-4.25,435.0,34,42,-69.0,1.0260336906584993,-0.9505494505494505,0.5348571428571428,-3.25,784.0,87,93,-61.0,0.9280245022970903,18,3.25,0.25,134,8.5,2.25,857,8.75,2.25,1266,8.75,2.25,1266,6.5
LLPB,7473.75,-1,2026-07-27 13:00:00,2026-07-27 14:00:00,2026-07-28 15:00:00,2026-07-28 15:26:11,7473.75,False,False,25.0,26.0,3.2327586206896552,0.3288888888888889,121,121,0,0.34392214155902084,0.5918367346938775,-1.5,658.0,6,3,-171.0,1.093318608503589,-0.695559428302388,0.5564304461942258,-2.25,1384.0,15,13,-215.0,0.8945334069574821,-0.8801916204201754,0.5199491740787802,-1.5,3010.0,30,27,-157.0,0.8558807288790723,-0.5588769699695365,0.5627428571428571,-5.25,6135.0,58,55,-1098.0,0.8586416344561015,-0.867324899722308,0.5140817309798081,-5.25,16478.0,136,155,-643.0,0.9232468249585863,7,6.5,3.25,300,6.5,3.25,300,6.5,3.25,300,6.5,3.25,300,3.25
LHPB,7456.0,1,2026-07-28 14:00:00,2026-07-28 15:00:00,2026-07-28 22:00:00,2026-07-28 22:32:18,7456.0,False,False,7.0,8.0,2.4453551912568305,0.7877094972067039,124,124,0,4.265651982983161,0.7704918032786885,-2.75,149.0,2,6,-99.0,2.6865671641791042,3.6406367562318533,0.6713881019830028,-5.75,284.0,9,13,-121.0,2.0149253731343286,2.207356651695346,0.684964200477327,-6.25,333.0,14,18,-155.0,1.2313432835820897,1.3231366549736299,0.6405693950177936,-6.5,452.0,32,33,-158.0,1.082089552238806,1.392156862745098,0.6141114982578397,-5.25,940.0,74,82,-262.0,1.0261194029850746,5,3.5,1.75,237,3.5,1.75,237,3.5,1.75,237,15.0,6.75,3309,1.75
LLPB,7487.0,-1,2026-07-27 01:00:00,2026-07-27 13:00:00,2026-07-28 23:00:00,2026-07-28 23:47:12,7487.0,False,True,34.0,46.0,2.662389735364876,0.9518072289156626,118,118,0,2.2546746127181176,0.6790830945558739,-2.75,287.0,6,4,-125.0,2.6381909547738696,1.0539382881479815,0.5676156583629893,-2.5,464.0,11,16,-76.0,1.8844221105527639,0.6705711498108814,0.5129650507328072,-5.5,734.0,21,33,-23.0,1.7964824120603016,0.7327150818532132,0.5135635018495684,-5.5,1330.0,46,62,-44.0,1.8341708542713566,1.033132530120482,0.5575284090909091,-17.5,3411.0,96,122,-486.0,1.4874371859296482,4,3.0,1.25,79,3.0,1.25,79,3.0,1.25,79,3.0,1.25,79,1.75
LLPB,7486.0,-1,2026-07-26 22:00:00,2026-07-27 13:00:00,2026-07-28 23:00:00,2026-07-28 23:47:09,7486.0,True,False,34.0,49.0,2.662389735364876,0.9518072289156626,119,119,0,1.7295745145858135,0.6450511945392492,-1.75,234.0,6,3,-85.0,2.278481012658228,0.9268139242803716,0.5483234714003945,-1.75,411.0,12,15,-49.0,1.7721518987341773,0.5582526930428718,0.49120603015075376,-3.75,653.0,22,32,14.0,1.7088607594936709,0.7619225808537361,0.50093808630394,-4.5,1300.0,47,61,-3.0,1.8354430379746836,1.0474406991260923,0.5545322346097916,-16.5,3322.0,95,120,-450.0,1.4708860759493672,11,2.0,2.25,82,2.0,2.25,82,2.0,2.25,82,2.0,2.25,82,-0.25
LLPB,7495.75,-1,2026-07-27 02:00:00,2026-07-27 13:00:00,2026-07-29 00:00:00,2026-07-29 00:01:27,7495.75,False,False,35.0,46.0,2.662389735364876,0.9518072289156626,130,130,0,3.0452538699876346,0.6456140350877193,-2.5,242.0,5,4,-83.0,1.5576923076923077,1.4182996095690352,0.5747368421052632,-3.0,409.0,11,16,-71.0,1.4807692307692308,1.2158489699954729,0.533498759305211,-4.75,704.0,24,30,-54.0,1.471153846153846,2.195917378152922,0.4923402007395668,-1.25,1631.0,46,60,29.0,1.4567307692307692,1.5361305361305362,0.47692793931731986,-2.5,2716.0,96,144,146.0,1.0942307692307691,1,3.5,0.25,18,4.75,3.5,839,6.0,5.25,1778,10.5,5.25,3437,0.75
LLPB,7498.0,-1,2026-07-27 03:00:00,2026-07-27 13:00:00,2026-07-29 00:00:00,2026-07-29 00:02:14,7498.0,False,False,35.0,45.0,2.662389735364876,0.9518072289156626,130,130,0,4.036449054988874,0.6294536817102138,-1.75,290.0,5,5,-109.0,1.9636363636363638,2.4315199392749367,0.5863453815261044,-5.0,569.0,19,10,-129.0,1.5454545454545456,2.930446128721302,0.5212981744421906,-4.75,1186.0,26,32,-63.0,1.5636363636363637,2.1587032474380217,0.4983773759851646,-5.5,1786.0,47,65,7.0,1.4772727272727275,1.2361516034985423,0.48528320554044024,-4.75,3392.0,104,150,119.0,1.1672727272727275,3,4.0,-0.25,28,7.0,1.25,792,8.75,3.0,1793,12.75,3.0,3390,5.75
LLPB,7498.75,-1,2026-07-27 04:00:00,2026-07-27 13:00:00,2026-07-29 00:00:00,2026-07-29 00:02:14,7498.75,False,False,35.0,44.0,2.662389735364876,0.9518072289156626,131,131,0,4.036449054988874,0.6294536817102138,-1.75,290.0,5,5,-109.0,1.9636363636363638,2.4315199392749367,0.5863453815261044,-5.0,569.0,19,10,-129.0,1.5454545454545456,2.930446128721302,0.5212981744421906,-4.75,1186.0,26,32,-63.0,1.5636363636363637,2.1587032474380217,0.4983773759851646,-5.5,1786.0,47,65,7.0,1.4772727272727275,1.2361516034985423,0.48528320554044024,-4.75,3392.0,104,150,119.0,1.1672727272727275,1,4.75,-1.0,28,7.75,0.5,792,9.5,2.25,1793,13.5,2.25,3390,7.25
